Year,Month,Region,Dry,Temp,Above 35,Burnoff,Hectares,Region Hectares,HectarePerc,Bushfire,Severe Bushfire
2012,2,6,3,20,0,1,249277,"1,000,000",0.25,0,0
2013,2,6,5,33,1,0,470436,"1,000,000",0.47,0,0
2014,2,6,2,36,1,0,284875,"1,000,000",0.28,0,0
2015,2,6,3,33,1,0,337349,"1,000,000",0.34,1,0
2016,2,6,1,37,1,0,9937,"1,000,000",0.01,1,1
1955,3,6,1,40,0,1,264175,"1,000,000",0.26,1,1
1956,3,6,4,31,0,1,161763,"1,000,000",0.16,1,1
1957,3,6,1,26,1,1,10021,"1,000,000",0.01,1,0
1958,3,6,4,31,1,1,246347,"1,000,000",0.25,0,1
1959,3,6,4,38,1,0,48330,"1,000,000",0.05,0,0
1960,3,6,5,25,0,0,197680,"1,000,000",0.2,1,0
1961,3,6,4,36,0,1,217485,"1,000,000",0.22,1,1
1962,3,6,3,24,1,0,159760,"1,000,000",0.16,0,0
1963,3,6,3,27,0,0,425204,"1,000,000",0.43,1,0
1964,3,6,4,33,0,1,407564,"1,000,000",0.41,1,0
1965,3,6,2,29,1,0,494064,"1,000,000",0.49,1,1
1966,3,6,2,22,1,0,383748,"1,000,000",0.38,0,1
1967,3,6,2,25,0,0,119675,"1,000,000",0.12,0,0
1968,3,6,2,20,0,1,202408,"1,000,000",0.2,1,0
1969,3,6,2,23,1,0,406730,"1,000,000",0.41,1,0
1970,3,6,1,20,0,1,182265,"1,000,000",0.18,1,0
1971,3,6,4,24,1,1,266085,"1,000,000",0.27,1,0
1972,3,6,4,22,0,0,461006,"1,000,000",0.46,0,0
1973,3,6,3,36,0,1,202010,"1,000,000",0.2,0,0
1974,3,6,3,31,1,0,71517,"1,000,000",0.07,1,0
1975,3,6,2,28,0,0,341591,"1,000,000",0.34,0,0
1976,3,6,3,36,1,0,486812,"1,000,000",0.49,0,0
1977,3,6,4,29,1,1,217935,"1,000,000",0.22,0,1
1978,3,6,3,33,1,0,310969,"1,000,000",0.31,0,0
1979,3,6,2,32,1,1,51842,"1,000,000",0.05,0,0
1980,3,6,4,25,0,1,367966,"1,000,000",0.37,1,0
1981,3,6,4,21,1,0,25595,"1,000,000",0.03,0,1
1982,3,6,3,37,1,0,347686,"1,000,000",0.35,1,0
1983,3,6,3,27,0,1,275494,"1,000,000",0.28,0,1
1984,3,6,2,37,1,1,292365,"1,000,000",0.29,1,0
1985,3,6,4,25,1,0,140947,"1,000,000",0.14,0,1
1986,3,6,5,20,1,1,396359,"1,000,000",0.4,0,1
1987,3,6,5,36,1,1,36101,"1,000,000",0.04,1,0
1988,3,6,2,30,1,1,204846,"1,000,000",0.2,0,1
1989,3,6,4,37,1,1,379187,"1,000,000",0.38,1,1
1990,3,6,2,25,1,1,251248,"1,000,000",0.25,1,0
1991,3,6,2,28,1,1,460631,"1,000,000",0.46,1,0
1992,3,6,1,31,0,0,388297,"1,000,000",0.39,1,0
1993,3,6,5,28,0,1,279531,"1,000,000",0.28,0,0
1994,3,6,2,28,1,1,272107,"1,000,000",0.27,1,1
1995,3,6,4,28,0,0,455479,"1,000,000",0.46,0,1
1996,3,6,1,23,1,1,225242,"1,000,000",0.23,0,0
1997,3,6,3,36,1,0,117660,"1,000,000",0.12,0,0
1998,3,6,4,25,1,1,274795,"1,000,000",0.27,0,0
1999,3,6,4,31,0,0,8821,"1,000,000",0.01,0,0
2000,3,6,2,34,0,1,142401,"1,000,000",0.14,1,1
2001,3,6,1,29,0,0,236819,"1,000,000",0.24,1,1
2002,3,6,1,30,1,1,483655,"1,000,000",0.48,0,0
2003,3,6,4,35,1,0,439295,"1,000,000",0.44,1,0
2004,3,6,2,20,0,1,340433,"1,000,000",0.34,0,0
2005,3,6,4,20,1,1,329337,"1,000,000",0.33,1,1
2006,3,6,3,25,0,1,186276,"1,000,000",0.19,0,0
2007,3,6,4,36,1,0,71311,"1,000,000",0.07,0,1
2008,3,6,3,37,1,1,201956,"1,000,000",0.2,0,0
2009,3,6,3,32,0,0,288035,"1,000,000",0.29,0,0
2010,3,6,5,32,1,1,33952,"1,000,000",0.03,0,1
2011,3,6,2,37,1,1,416072,"1,000,000",0.42,1,0
2012,3,6,3,28,1,1,16952,"1,000,000",0.02,0,0
2013,3,6,4,29,1,1,29657,"1,000,000",0.03,0,0
2014,3,6,3,40,1,1,482166,"1,000,000",0.48,0,0
2015,3,6,1,23,0,1,465160,"1,000,000",0.47,0,0
2016,3,6,1,23,1,1,18154,"1,000,000",0.02,1,0
1955,4,6,4,20,0,0,348572,"1,000,000",0.35,1,0
1956,4,6,2,27,0,0,382788,"1,000,000",0.38,0,1
1957,4,6,4,31,1,0,84441,"1,000,000",0.08,0,1
1958,4,6,5,20,0,1,217259,"1,000,000",0.22,0,0
1959,4,6,5,31,1,1,127112,"1,000,000",0.13,1,0
1960,4,6,4,38,1,1,93261,"1,000,000",0.09,1,1
1961,4,6,2,35,1,0,388881,"1,000,000",0.39,0,0
1962,4,6,4,27,1,1,173775,"1,000,000",0.17,1,1
1963,4,6,3,31,1,1,320768,"1,000,000",0.32,1,0
1964,4,6,2,20,0,0,388849,"1,000,000",0.39,1,0
1965,4,6,4,30,1,0,476457,"1,000,000",0.48,0,1
1966,4,6,2,30,1,1,42463,"1,000,000",0.04,1,0
1967,4,6,3,32,1,1,263652,"1,000,000",0.26,0,1
1968,4,6,4,30,0,0,269739,"1,000,000",0.27,1,0
1969,4,6,1,39,1,0,452856,"1,000,000",0.45,0,0
1970,4,6,3,26,1,1,305723,"1,000,000",0.31,0,1
1971,4,6,2,38,1,1,220114,"1,000,000",0.22,1,1
1972,4,6,4,27,1,0,249703,"1,000,000",0.25,1,0
1973,4,6,5,35,0,0,415758,"1,000,000",0.42,1,0
1974,4,6,2,37,0,0,213172,"1,000,000",0.21,0,1
1975,4,6,4,34,0,1,119656,"1,000,000",0.12,1,1
1976,4,6,5,21,0,0,196639,"1,000,000",0.2,0,1
1977,4,6,2,31,0,0,114236,"1,000,000",0.11,1,0
1978,4,6,2,31,1,0,352378,"1,000,000",0.35,0,1
1979,4,6,5,40,1,1,151005,"1,000,000",0.15,0,1
1980,4,6,2,36,0,1,184547,"1,000,000",0.18,1,1
1981,4,6,2,32,0,0,4005,"1,000,000",0,1,0
1982,4,6,5,38,1,1,69872,"1,000,000",0.07,0,1
1983,4,6,1,30,0,1,53951,"1,000,000",0.05,1,1
1984,4,6,3,35,0,0,219302,"1,000,000",0.22,0,0
1985,4,6,4,22,0,0,392221,"1,000,000",0.39,1,1
1986,4,6,2,24,1,1,12623,"1,000,000",0.01,0,0
1987,4,6,5,30,1,1,395878,"1,000,000",0.4,0,1
1988,4,6,5,21,0,1,53177,"1,000,000",0.05,1,1
1989,4,6,1,30,0,0,13410,"1,000,000",0.01,0,1
1990,4,6,2,27,0,0,204634,"1,000,000",0.2,1,1
1991,4,6,2,38,1,1,195764,"1,000,000",0.2,0,1
1992,4,6,2,38,1,1,492345,"1,000,000",0.49,0,1
1993,4,6,4,29,0,1,85013,"1,000,000",0.09,0,0
1994,4,6,1,31,0,1,437051,"1,000,000",0.44,1,1
1995,4,6,5,31,1,1,18747,"1,000,000",0.02,1,1
1996,4,6,1,30,0,0,144711,"1,000,000",0.14,0,1
1997,4,6,3,22,1,1,279919,"1,000,000",0.28,1,0
1998,4,6,4,34,0,0,152166,"1,000,000",0.15,1,1
1999,4,6,2,23,0,0,455145,"1,000,000",0.46,0,1
2000,4,6,2,39,0,0,469796,"1,000,000",0.47,1,1
2001,4,6,2,21,1,1,134596,"1,000,000",0.13,1,0
2002,4,6,4,23,1,1,105248,"1,000,000",0.11,0,0
2003,4,6,1,37,1,0,446572,"1,000,000",0.45,0,0
2004,4,6,3,22,1,1,197066,"1,000,000",0.2,0,0
2005,4,6,3,31,0,1,419063,"1,000,000",0.42,0,1
2006,4,6,1,38,1,1,425888,"1,000,000",0.43,1,0
2007,4,6,5,24,1,0,32642,"1,000,000",0.03,0,0
2008,4,6,1,36,1,0,60961,"1,000,000",0.06,1,0
2009,4,6,5,32,0,1,78159,"1,000,000",0.08,0,1
2010,4,6,3,23,1,1,486526,"1,000,000",0.49,0,0
2011,4,6,2,30,1,0,279693,"1,000,000",0.28,0,1
2012,4,6,4,33,1,1,231105,"1,000,000",0.23,0,0
2013,4,6,2,37,0,0,261721,"1,000,000",0.26,0,0
2014,4,6,4,27,1,0,358422,"1,000,000",0.36,0,0
2015,4,6,5,26,0,0,286208,"1,000,000",0.29,1,1
2016,4,6,1,33,1,1,402062,"1,000,000",0.4,0,0
1955,5,6,5,20,0,1,54179,"1,000,000",0.05,0,0
1956,5,6,2,40,0,0,182190,"1,000,000",0.18,1,1
1957,5,6,3,39,1,0,305844,"1,000,000",0.31,1,1
1958,5,6,3,27,0,1,316723,"1,000,000",0.32,1,0
1959,5,6,1,30,0,1,211722,"1,000,000",0.21,0,0
1960,5,6,1,39,0,1,26498,"1,000,000",0.03,0,1
1961,5,6,1,30,1,1,119588,"1,000,000",0.12,0,0
1962,5,6,5,37,0,0,456234,"1,000,000",0.46,0,1
1963,5,6,5,35,0,1,270944,"1,000,000",0.27,1,1
1964,5,6,1,32,0,0,12207,"1,000,000",0.01,0,1
1965,5,6,4,30,1,0,471219,"1,000,000",0.47,0,1
1966,5,6,2,23,1,0,112182,"1,000,000",0.11,1,0
1967,5,6,2,31,0,0,13858,"1,000,000",0.01,1,1
1968,5,6,5,26,0,1,289100,"1,000,000",0.29,0,1
1969,5,6,1,25,0,1,249307,"1,000,000",0.25,0,1
1970,5,6,5,31,0,0,112205,"1,000,000",0.11,0,1
1971,5,6,3,37,1,0,486988,"1,000,000",0.49,0,1
1972,5,6,4,40,0,0,79002,"1,000,000",0.08,0,1
1973,5,6,1,25,0,1,341442,"1,000,000",0.34,1,0
1974,5,6,1,28,1,0,230873,"1,000,000",0.23,1,0
1975,5,6,2,35,0,0,445698,"1,000,000",0.45,0,1
1976,5,6,2,24,0,1,114540,"1,000,000",0.11,1,1
1977,5,6,2,40,1,1,107597,"1,000,000",0.11,0,1
1978,5,6,5,26,0,0,415840,"1,000,000",0.42,1,0
1979,5,6,3,32,0,0,494419,"1,000,000",0.49,1,0
1980,5,6,2,34,0,1,149953,"1,000,000",0.15,1,1
1981,5,6,1,36,1,1,111565,"1,000,000",0.11,0,1
1982,5,6,2,33,1,0,497501,"1,000,000",0.5,1,1
1983,5,6,1,20,1,1,414818,"1,000,000",0.41,0,1
1984,5,6,5,28,1,1,303210,"1,000,000",0.3,1,0
1985,5,6,2,38,1,0,105266,"1,000,000",0.11,0,0
1986,5,6,4,24,1,1,112632,"1,000,000",0.11,1,0
1987,5,6,3,34,0,0,7623,"1,000,000",0.01,0,0
1988,5,6,2,22,0,1,114114,"1,000,000",0.11,0,0
1989,5,6,3,32,1,1,74930,"1,000,000",0.07,0,0
1990,5,6,5,29,0,1,281284,"1,000,000",0.28,1,1
1991,5,6,2,34,1,1,260206,"1,000,000",0.26,0,0
1992,5,6,1,30,0,1,194688,"1,000,000",0.19,0,0
1993,5,6,5,33,0,1,486287,"1,000,000",0.49,0,0
1994,5,6,1,35,0,0,381182,"1,000,000",0.38,1,0
1995,5,6,2,26,0,0,444870,"1,000,000",0.44,1,0
1996,5,6,3,31,0,0,219874,"1,000,000",0.22,1,0
1997,5,6,2,34,1,0,227306,"1,000,000",0.23,0,0
1998,5,6,4,37,0,0,495401,"1,000,000",0.5,1,1
1999,5,6,2,30,1,1,216176,"1,000,000",0.22,0,1
2000,5,6,1,24,1,0,305710,"1,000,000",0.31,0,1
2001,5,6,3,39,0,1,478575,"1,000,000",0.48,0,0
2002,5,6,1,38,0,0,263228,"1,000,000",0.26,0,1
2003,5,6,3,38,0,0,368562,"1,000,000",0.37,1,0
2004,5,6,4,30,1,0,223321,"1,000,000",0.22,1,1
2005,5,6,2,33,0,1,279539,"1,000,000",0.28,1,1
2006,5,6,1,27,0,1,75237,"1,000,000",0.08,1,0
2007,5,6,1,27,1,1,281776,"1,000,000",0.28,1,1
2008,5,6,2,36,0,1,323464,"1,000,000",0.32,0,1
2009,5,6,5,40,1,1,155241,"1,000,000",0.16,1,0
2010,5,6,5,21,0,0,494106,"1,000,000",0.49,1,1
2011,5,6,2,23,1,0,88075,"1,000,000",0.09,0,0
2012,5,6,3,21,1,1,169483,"1,000,000",0.17,1,0
2013,5,6,1,21,0,0,443454,"1,000,000",0.44,0,0
2014,5,6,2,35,1,1,497003,"1,000,000",0.5,0,1
2015,5,6,4,26,1,1,257285,"1,000,000",0.26,1,1
1955,6,6,1,32,0,0,223367,"1,000,000",0.22,1,0
1956,6,6,2,27,1,0,277774,"1,000,000",0.28,0,1
1957,6,6,1,31,1,0,143013,"1,000,000",0.14,1,0
1958,6,6,3,38,1,0,267158,"1,000,000",0.27,1,0
1959,6,6,2,23,1,0,481629,"1,000,000",0.48,0,1
1960,6,6,2,24,0,0,441513,"1,000,000",0.44,0,0
1961,6,6,1,40,0,0,349574,"1,000,000",0.35,0,0
1962,6,6,3,37,1,1,130053,"1,000,000",0.13,0,0
1963,6,6,1,24,0,1,131085,"1,000,000",0.13,1,0
1964,6,6,1,37,0,1,372110,"1,000,000",0.37,0,0
1965,6,6,5,21,0,1,444917,"1,000,000",0.44,0,1
1966,6,6,5,29,0,0,98643,"1,000,000",0.1,0,0
1967,6,6,1,37,1,1,491456,"1,000,000",0.49,0,1
1968,6,6,2,32,1,1,171136,"1,000,000",0.17,0,1
1969,6,6,2,40,0,0,431206,"1,000,000",0.43,1,0
1970,6,6,2,40,1,0,78550,"1,000,000",0.08,1,1
1971,6,6,5,29,0,0,39141,"1,000,000",0.04,1,0
1972,6,6,4,35,1,0,359372,"1,000,000",0.36,0,0
1973,6,6,3,20,0,1,362716,"1,000,000",0.36,0,0
1974,6,6,4,27,0,1,266673,"1,000,000",0.27,0,1
1975,6,6,4,30,0,1,128274,"1,000,000",0.13,1,1
1976,6,6,3,35,1,1,74934,"1,000,000",0.07,1,1
1977,6,6,1,29,1,1,213490,"1,000,000",0.21,1,1
1978,6,6,3,21,1,1,307951,"1,000,000",0.31,0,1
1979,6,6,4,39,0,0,435036,"1,000,000",0.44,0,0
1980,6,6,5,32,0,1,155341,"1,000,000",0.16,0,0
1981,6,6,3,38,1,0,419859,"1,000,000",0.42,1,0
1982,6,6,4,38,1,1,174740,"1,000,000",0.17,0,0
1983,6,6,3,27,1,0,211059,"1,000,000",0.21,0,0
1984,6,6,1,38,1,1,443894,"1,000,000",0.44,1,1
1985,6,6,1,37,0,0,267270,"1,000,000",0.27,0,0
1986,6,6,3,23,0,1,282596,"1,000,000",0.28,0,0
1987,6,6,5,35,0,0,248191,"1,000,000",0.25,1,0
1988,6,6,5,38,0,0,154222,"1,000,000",0.15,0,0
1989,6,6,5,34,0,1,25313,"1,000,000",0.03,0,0
1990,6,6,3,23,0,0,221728,"1,000,000",0.22,1,0
1991,6,6,4,33,0,1,294916,"1,000,000",0.29,1,1
1992,6,6,5,23,1,0,282244,"1,000,000",0.28,0,1
1993,6,6,1,27,0,0,392668,"1,000,000",0.39,0,0
1994,6,6,3,30,1,0,157812,"1,000,000",0.16,0,0
1995,6,6,1,22,0,0,97918,"1,000,000",0.1,1,0
1996,6,6,3,21,1,0,135679,"1,000,000",0.14,1,0
1997,6,6,1,21,0,1,371215,"1,000,000",0.37,0,0
1998,6,6,3,32,1,1,142758,"1,000,000",0.14,0,1
1999,6,6,1,31,0,0,431256,"1,000,000",0.43,0,0
2000,6,6,1,29,1,1,142456,"1,000,000",0.14,1,0
2001,6,6,4,38,1,0,467713,"1,000,000",0.47,0,1
2002,6,6,3,21,1,0,15821,"1,000,000",0.02,0,0
2003,6,6,5,39,0,1,23007,"1,000,000",0.02,0,1
2004,6,6,5,39,1,1,401204,"1,000,000",0.4,1,1
2005,6,6,3,27,1,0,150985,"1,000,000",0.15,1,1
2006,6,6,4,38,1,0,127209,"1,000,000",0.13,0,0
2007,6,6,3,34,0,1,251068,"1,000,000",0.25,1,1
2008,6,6,2,36,1,0,434799,"1,000,000",0.43,1,0
2009,6,6,3,35,1,0,113028,"1,000,000",0.11,0,0
2010,6,6,5,39,0,1,203600,"1,000,000",0.2,1,0
2011,6,6,4,37,1,1,10955,"1,000,000",0.01,0,0
2012,6,6,3,31,0,0,353761,"1,000,000",0.35,0,1
2013,6,6,1,30,1,0,365751,"1,000,000",0.37,1,1
2014,6,6,4,40,1,1,206350,"1,000,000",0.21,1,0
2015,6,6,1,37,0,1,433589,"1,000,000",0.43,0,0
1955,7,6,5,30,1,1,123845,"1,000,000",0.12,1,0
1956,7,6,4,35,1,0,177587,"1,000,000",0.18,1,1
1957,7,6,3,24,0,1,257797,"1,000,000",0.26,1,0
1958,7,6,3,33,0,0,122307,"1,000,000",0.12,0,0
1959,7,6,3,37,0,1,347358,"1,000,000",0.35,0,0
1960,7,6,1,26,0,0,339505,"1,000,000",0.34,1,1
1961,7,6,3,30,0,0,496611,"1,000,000",0.5,1,1
1962,7,6,2,20,0,0,292499,"1,000,000",0.29,0,1
1963,7,6,2,25,1,1,275788,"1,000,000",0.28,0,0
1964,7,6,2,39,1,0,474402,"1,000,000",0.47,1,1
1965,7,6,2,23,0,1,113880,"1,000,000",0.11,0,1
1966,7,6,3,39,1,1,384332,"1,000,000",0.38,1,1
1967,7,6,1,24,1,0,271387,"1,000,000",0.27,0,0
1968,7,6,1,33,0,0,90444,"1,000,000",0.09,0,0
1969,7,6,5,39,0,0,434729,"1,000,000",0.43,1,1
1970,7,6,3,29,1,1,305217,"1,000,000",0.31,0,1
1971,7,6,5,26,0,1,166133,"1,000,000",0.17,0,0
1972,7,6,4,32,1,1,498356,"1,000,000",0.5,1,0
1973,7,6,3,23,0,1,475359,"1,000,000",0.48,1,1
1974,7,6,4,22,1,0,62179,"1,000,000",0.06,1,1
1975,7,6,3,29,1,1,196063,"1,000,000",0.2,0,0
1976,7,6,1,33,1,0,359551,"1,000,000",0.36,0,1
1977,7,6,1,32,0,1,110632,"1,000,000",0.11,1,1
1978,7,6,2,29,0,1,132477,"1,000,000",0.13,1,0
1979,7,6,4,27,1,1,175133,"1,000,000",0.18,0,0
1980,7,6,2,22,0,1,58708,"1,000,000",0.06,1,1
1981,7,6,4,32,1,1,351267,"1,000,000",0.35,1,0
1982,7,6,4,20,1,0,346855,"1,000,000",0.35,1,0
1983,7,6,1,20,0,1,216823,"1,000,000",0.22,0,1
1984,7,6,1,37,1,0,184298,"1,000,000",0.18,0,0
1985,7,6,3,40,0,0,262336,"1,000,000",0.26,0,0
1986,7,6,2,35,1,0,352824,"1,000,000",0.35,1,0
1987,7,6,3,40,0,1,214727,"1,000,000",0.21,1,0
1988,7,6,1,27,1,1,137988,"1,000,000",0.14,1,1
1989,7,6,5,37,0,0,293618,"1,000,000",0.29,1,1
1990,7,6,3,33,0,1,398127,"1,000,000",0.4,1,1
1991,7,6,2,34,1,0,88330,"1,000,000",0.09,0,0
1992,7,6,1,23,1,1,327552,"1,000,000",0.33,1,0
1993,7,6,3,33,0,0,90644,"1,000,000",0.09,0,0
1994,7,6,1,22,0,0,463557,"1,000,000",0.46,1,1
1995,7,6,1,24,0,1,183256,"1,000,000",0.18,1,0
1996,7,6,3,34,1,0,213281,"1,000,000",0.21,1,0
1997,7,6,3,28,1,1,150634,"1,000,000",0.15,0,0
1998,7,6,1,22,1,0,142369,"1,000,000",0.14,0,0
1999,7,6,3,28,1,0,440703,"1,000,000",0.44,1,1
2000,7,6,3,24,1,1,288689,"1,000,000",0.29,1,1
2001,7,6,1,40,1,1,69109,"1,000,000",0.07,1,1
2002,7,6,1,22,0,0,107631,"1,000,000",0.11,0,0
2003,7,6,2,22,0,0,48616,"1,000,000",0.05,0,0
2004,7,6,4,36,0,1,293049,"1,000,000",0.29,1,0
2005,7,6,3,34,1,0,40463,"1,000,000",0.04,0,0
2006,7,6,5,38,0,1,28981,"1,000,000",0.03,1,1
2007,7,6,1,32,0,0,46089,"1,000,000",0.05,1,0
2008,7,6,1,40,0,0,291619,"1,000,000",0.29,1,1
2009,7,6,2,21,1,1,487243,"1,000,000",0.49,0,1
2010,7,6,4,20,1,0,489505,"1,000,000",0.49,0,1
2011,7,6,3,37,1,1,422399,"1,000,000",0.42,1,0
2012,7,6,4,39,0,0,406602,"1,000,000",0.41,0,0
2013,7,6,2,39,1,1,61389,"1,000,000",0.06,1,0
2014,7,6,4,36,0,1,235809,"1,000,000",0.24,0,0
2015,7,6,1,30,0,1,421394,"1,000,000",0.42,1,1
1955,8,6,4,33,1,1,118434,"1,000,000",0.12,0,1
1956,8,6,4,28,1,1,401656,"1,000,000",0.4,1,0
1957,8,6,2,40,1,0,357253,"1,000,000",0.36,0,1
1958,8,6,2,40,1,1,259104,"1,000,000",0.26,0,1
1959,8,6,2,24,0,1,462234,"1,000,000",0.46,0,1
1960,8,6,4,35,0,1,285432,"1,000,000",0.29,1,0
1961,8,6,3,24,0,0,477674,"1,000,000",0.48,1,1
1962,8,6,3,31,1,0,447528,"1,000,000",0.45,0,0
1963,8,6,2,32,0,0,93374,"1,000,000",0.09,0,1
1964,8,6,2,35,1,1,60435,"1,000,000",0.06,0,1
1965,8,6,2,22,1,0,161859,"1,000,000",0.16,1,1
1966,8,6,4,27,0,1,9337,"1,000,000",0.01,0,1
1967,8,6,3,21,0,0,439817,"1,000,000",0.44,0,0
1968,8,6,4,24,1,1,166563,"1,000,000",0.17,0,1
1969,8,6,1,33,0,1,66477,"1,000,000",0.07,1,1
1970,8,6,4,36,0,0,229225,"1,000,000",0.23,1,0
1971,8,6,4,30,1,0,193255,"1,000,000",0.19,0,1
1972,8,6,1,34,0,1,277533,"1,000,000",0.28,1,0
1973,8,6,2,21,1,1,383038,"1,000,000",0.38,0,0
1974,8,6,4,33,0,1,4887,"1,000,000",0,0,0
1975,8,6,3,31,0,0,492633,"1,000,000",0.49,1,0
1976,8,6,4,20,1,1,442,"1,000,000",0,0,0
1977,8,6,2,29,1,0,489358,"1,000,000",0.49,1,1
1978,8,6,1,25,0,0,474566,"1,000,000",0.47,0,0
1979,8,6,1,36,0,1,494894,"1,000,000",0.49,0,0
1980,8,6,3,33,1,1,75051,"1,000,000",0.08,0,0
1981,8,6,1,27,0,1,237666,"1,000,000",0.24,1,1
1982,8,6,2,22,0,1,369668,"1,000,000",0.37,0,1
1983,8,6,2,27,0,1,221435,"1,000,000",0.22,0,1
1984,8,6,5,28,0,1,73591,"1,000,000",0.07,0,0
1985,8,6,5,31,1,1,308609,"1,000,000",0.31,0,0
1986,8,6,3,30,0,0,225916,"1,000,000",0.23,0,1
1987,8,6,3,28,0,1,484687,"1,000,000",0.48,0,1
1988,8,6,2,25,0,1,349362,"1,000,000",0.35,0,1
1989,8,6,1,39,0,0,431092,"1,000,000",0.43,1,1
1990,8,6,5,36,1,1,437396,"1,000,000",0.44,1,1
1991,8,6,4,40,0,0,310999,"1,000,000",0.31,1,1
1992,8,6,3,33,1,1,167516,"1,000,000",0.17,0,1
1993,8,6,4,38,1,1,81308,"1,000,000",0.08,0,0
1994,8,6,2,23,1,1,355051,"1,000,000",0.36,1,0
1995,8,6,4,37,1,1,197320,"1,000,000",0.2,0,1
1996,8,6,5,31,1,1,116174,"1,000,000",0.12,0,1
1997,8,6,2,36,1,1,459570,"1,000,000",0.46,1,1
1998,8,6,3,32,0,1,371379,"1,000,000",0.37,1,1
1999,8,6,4,34,1,1,411557,"1,000,000",0.41,1,1
2000,8,6,2,39,0,0,404054,"1,000,000",0.4,1,1
2001,8,6,4,27,1,0,453602,"1,000,000",0.45,1,0
2002,8,6,1,32,1,0,403187,"1,000,000",0.4,0,1
2003,8,6,4,38,0,0,296221,"1,000,000",0.3,1,1
2004,8,6,2,35,0,0,40786,"1,000,000",0.04,0,1
2005,8,6,2,27,0,0,328212,"1,000,000",0.33,1,1
2006,8,6,1,32,0,1,2287,"1,000,000",0,0,1
2007,8,6,3,20,0,0,89879,"1,000,000",0.09,0,1
2008,8,6,4,28,0,1,70713,"1,000,000",0.07,0,1
2009,8,6,3,24,1,1,377948,"1,000,000",0.38,1,0
2010,8,6,3,26,0,1,394620,"1,000,000",0.39,1,0
2011,8,6,2,38,1,0,129065,"1,000,000",0.13,0,0
2012,8,6,4,29,0,1,423861,"1,000,000",0.42,0,1
2013,8,6,4,21,1,1,52535,"1,000,000",0.05,1,1
2014,8,6,4,38,1,1,403165,"1,000,000",0.4,1,0
2015,8,6,3,29,0,0,144955,"1,000,000",0.14,1,1
1955,9,6,1,23,1,0,288102,"1,000,000",0.29,0,0
1956,9,6,2,24,0,0,79284,"1,000,000",0.08,0,0
1957,9,6,2,38,0,1,49223,"1,000,000",0.05,0,1
1958,9,6,4,27,0,0,220935,"1,000,000",0.22,1,0
1959,9,6,2,37,1,1,284923,"1,000,000",0.28,0,0
1960,9,6,4,33,0,0,219272,"1,000,000",0.22,0,0
1961,9,6,1,30,0,1,433709,"1,000,000",0.43,0,1
1962,9,6,2,40,0,0,63732,"1,000,000",0.06,1,1
1963,9,6,2,27,0,1,79602,"1,000,000",0.08,0,0
1964,9,6,2,21,1,1,72066,"1,000,000",0.07,0,0
1965,9,6,1,36,0,1,220929,"1,000,000",0.22,1,0
1966,9,6,4,36,1,1,455256,"1,000,000",0.46,0,1
1967,9,6,4,24,1,0,15837,"1,000,000",0.02,1,0
1968,9,6,4,40,0,1,321176,"1,000,000",0.32,1,0
1969,9,6,3,24,0,0,63717,"1,000,000",0.06,0,0
1970,9,6,4,30,1,1,205558,"1,000,000",0.21,0,1
1971,9,6,1,25,1,0,245157,"1,000,000",0.25,1,1
1972,9,6,3,23,1,0,385521,"1,000,000",0.39,1,1
1973,9,6,4,22,1,1,175836,"1,000,000",0.18,1,0
1974,9,6,3,38,1,0,284228,"1,000,000",0.28,0,0
1975,9,6,2,30,1,1,331190,"1,000,000",0.33,0,0
1976,9,6,2,27,0,1,420336,"1,000,000",0.42,1,0
1977,9,6,1,22,0,0,129503,"1,000,000",0.13,1,0
1978,9,6,1,37,0,1,483911,"1,000,000",0.48,0,1
1979,9,6,3,30,0,0,410260,"1,000,000",0.41,1,0
1980,9,6,2,30,1,1,387067,"1,000,000",0.39,1,1
1981,9,6,2,28,0,0,226334,"1,000,000",0.23,0,1
1982,9,6,2,40,1,1,452836,"1,000,000",0.45,0,0
1983,9,6,2,30,1,0,13838,"1,000,000",0.01,1,0
1984,9,6,3,37,1,1,460698,"1,000,000",0.46,1,0
1985,9,6,5,35,0,0,61675,"1,000,000",0.06,0,1
1986,9,6,2,33,1,1,323119,"1,000,000",0.32,0,0
1987,9,6,4,27,1,1,276623,"1,000,000",0.28,1,1
1988,9,6,4,38,0,1,327875,"1,000,000",0.33,1,0
1989,9,6,3,38,0,0,319948,"1,000,000",0.32,1,1
1990,9,6,3,25,1,1,412526,"1,000,000",0.41,0,1
1991,9,6,2,36,0,0,317085,"1,000,000",0.32,0,0
1992,9,6,1,39,1,1,166434,"1,000,000",0.17,0,1
1993,9,6,4,28,1,1,318407,"1,000,000",0.32,1,0
1994,9,6,4,23,0,1,141293,"1,000,000",0.14,1,1
1995,9,6,1,23,0,1,191546,"1,000,000",0.19,0,0
1996,9,6,4,26,1,1,150953,"1,000,000",0.15,0,0
1997,9,6,1,24,1,0,322606,"1,000,000",0.32,1,0
1998,9,6,1,33,0,1,309273,"1,000,000",0.31,1,1
1999,9,6,5,21,1,0,366872,"1,000,000",0.37,1,0
2000,9,6,2,29,0,1,202804,"1,000,000",0.2,1,1
2001,9,6,4,27,0,1,128282,"1,000,000",0.13,0,1
2002,9,6,5,25,0,0,213539,"1,000,000",0.21,0,0
2003,9,6,4,33,0,0,285786,"1,000,000",0.29,1,1
